"DS_Bullock","GF","logPH","logSM","logLA","logRD","logLeafN","logSLA","logWD","logLambda","logGauss2D","logSpeedGauss"
"wind.appendage","woody",3.54175566695723,1.15916475016163,6.57033058191686,-0.879972903288091,2.57027726627262,-0.819122796053047,-0.489314887964132,0.462257882731963,3.29149055716455,3.35725708450515
"wind.appendage","woody",3.54175566695723,1.15916475016163,6.1987372645206,0.795602550450348,2.89846102061942,-1.02438688229586,-0.717001445063993,0.0115309527864365,3.860374891383,2.08059744032672
"vertebrate","woody",2.92896657724173,4.9544715296272,8.60147566551698,-0.668528019569843,2.6566647975565,-0.590865508521605,-0.942872065909911,0.13102882144393,1.42755232485512,0.862966045665827
"vertebrate","woody",2.92896657724173,4.9544715296272,7.51025110161089,0.289118703261102,2.66507038949124,-0.642652149098729,-0.0223109714811152,1.14899911931818,-0.196539212759632,0.324489108724595
"vertebrate","woody",2.92896657724173,4.9544715296272,9.57694381560361,-1.11138033477409,3.00868302006996,0.127792176722823,-1.02319875105431,0.378896411618006,2.13364740716238,2.09998389668803
"wind.appendage","woody",3.95657097928152,3.9915088461061,9.70538580394609,0.197894922205241,3.25446528266337,-0.524281324593632,-0.220879024317048,0.327265267171211,3.88862195345947,3.78171254757355
"wind.appendage","woody",3.76192037465271,3.73999902789172,9.25827712560407,1.77035394159209,3.49161761496183,-0.210118513884338,-0.363357615673471,0.302732571663979,4.29209205068583,4.14622202349324
"wind.appendage","woody",3.76192037465271,3.73999902789172,9.36941154446433,-0.896010933960325,3.3566989608017,-0.670002937891482,-0.647588915203976,0.470363921138021,5.27502927242613,5.34948768591549
"wind.appendage","woody",3.76192037465271,3.73999902789172,8.77176395658577,0.0209696470911072,3.16462666922348,-0.95326502636574,-0.818125190286067,0.349986453452325,7.93022252452982,7.85687481498445
"wind.appendage","woody",3.76192037465271,3.73999902789172,8.97549514036994,1.67839771198772,3.31358483248146,-1.10702896043638,-0.270818350641659,0.378070305277333,6.58610254611865,6.55134769747816
"wind.appendage","woody",3.76192037465271,3.73999902789172,8.24154935434876,1.34943094029065,3.70713943618777,-0.261179665109358,0.0213646602651479,1.12577080011107,4.27345165945616,4.78426834309496
"wind.appendage","woody",3.76192037465271,3.73999902789172,9.13667246232664,0.00287755437438508,3.47993219069192,-0.249751226122206,-0.259390381893909,0.790282286861497,2.9001809512599,3.23408112044668
"wind.appendage","woody",2.91369934506762,1.89537007236737,7.41055462294583,1.39671139284592,3.42341318951988,-0.795904796235837,-0.536827223715074,0.442766896678021,4.08913774923259,4.13336453450939
"wind.appendage","woody",2.91369934506762,1.89537007236737,7.26045901306352,1.86946206315654,3.53632506540353,-1.64258615039985,-0.29873561178635,0.977468025072145,8.30447062342558,8.7446584794244
"wind.appendage","woody",2.91369934506762,1.89537007236737,7.65971325778525,0.209698734115627,3.39517798114296,-0.450834829147445,-0.641039754933066,0.236872704177676,6.37490758269192,6.10637409032221
"wind.appendage","woody",3.40256350952952,4.26871794916688,6.69665608592873,0.494809087180412,3.30049229673037,-1.21694099035124,0.350036413999567,0.885916089070641,6.30694251517301,6.69795870023381
"wind.appendage","woody",3.40256350952952,4.26871794916688,9.56907002674866,0.453901291303496,3.06630127264966,-0.712298658345901,-0.24740489741774,0.208689966717326,4.05968859275395,3.7278185274438
"wind.appendage","woody",3.40256350952952,4.26871794916688,11.2356939228147,-0.338095834062718,3.2372611171097,-0.961252774673068,-0.243671555139558,0.440938963770115,5.86946787263825,5.91162616929599
"wind.appendage","woody",3.40256350952952,4.26871794916688,8.6303602624237,0.883998581726762,3.2717974551512,-0.626705014941778,-0.301483656825054,0.215029853778271,5.59019984080208,5.27329334323591
"wind.appendage","woody",3.6324846920895,3.50608005808832,9.52818482034202,-1.64360344346168,2.96391465283037,-0.445964725726812,-0.522789787012921,0.340133518463746,3.78997575219791,3.70234993893988
"wind.appendage","woody",3.6324846920895,3.50608005808832,10.3895186114569,-0.205470195119594,3.53124447754274,-1.42086811937327,-0.540524462125499,0.716947576738265,7.25280157634091,7.53800800373737
"wind.appendage","woody",3.6324846920895,3.50608005808832,9.13958162441581,0.214957811302561,3.23351260720673,-0.449375871981133,-0.519721061721156,0.966378501879316,4.38513632944407,4.81961918592306
"wind.appendage","woody",3.6324846920895,3.50608005808832,9.44767229861809,-0.62347930309514,2.96520718099254,-1.04484927768555,-0.264889060363701,0.99818791783339,4.38772230450711,4.83839814680976
"wind.appendage","woody",3.6324846920895,3.50608005808832,9.81288132086806,-0.204672174991567,3.1632123330745,-0.690638343361114,-0.448114980169368,0.309168013083418,4.86974706523081,4.73439456142459
"wind.appendage","woody",3.6324846920895,3.50608005808832,10.1358053039129,-0.470274796462714,3.24363182425651,-0.190048789971425,-0.794284381280844,0.259429276727744,6.94093584464195,6.71788297482356
"wind.appendage","woody",3.78969480958145,3.68955220012378,10.4173845503045,1.42106331301431,3.35505996011139,-0.808590221105849,-0.834406225735056,0.122060041420788,7.24726078494036,6.64722238397077
"wind.appendage","woody",2.95717118233458,1.97389464367884,9.33987123578722,0.909071185100615,3.6281890296518,0.119688838686647,-0.398419838249247,0.359121448374013,2.06358842694324,2.00312380653434
"wind.appendage","woody",2.95717118233458,1.97389464367884,10.7526243847848,1.53591011047276,3.79456865466056,-0.995947199775549,-1.00064349277299,0.136445917667591,8.33989123523655,7.79556046531025
"wind.appendage","woody",3.99825593850118,3.11379490834377,10.565547810206,0.260354790049968,3.48334892482978,-1.36029773105124,0.200617013430137,0.127644339490657,6.66202500254174,6.0843539677011
"wind.appendage","woody",3.99825593850118,3.11379490834377,9.52898934609139,1.20022110845027,3.71472404859366,-0.91533910163189,-0.2300095044978,0.149852741156927,5.32269732869996,4.82522893763212
"vertebrate","woody",3.1471515747963,2.5138281556464,7.03740088796186,0.70455688263948,3.43915318322567,-1.03501626593801,-0.358255349341116,1.29495420673065,4.91397141327807,5.49479178503168
"vertebrate","woody",3.1471515747963,2.5138281556464,9.71900244487302,2.80116234223997,4.107803489009,-0.322535017612771,-0.0017639986491762,0.184012351208834,1.40320694149107,1.008413448035
"vertebrate","woody",3.1471515747963,2.5138281556464,8.25870943352023,0.711481311698457,3.78599797741591,0.0771141573879688,0.0567770626283408,0.444718664100173,1.75867349931689,1.80509949847953
"vertebrate","woody",3.1471515747963,2.5138281556464,9.43372177864281,0.65649502965996,3.31325636705449,-0.683129506722029,-0.20434434049098,0.243994467592339,2.83674404317309,2.5830218845886
"vertebrate","woody",3.57746193568446,4.3359077985724,8.3596457851422,0.804522780999724,3.42058586482433,-0.474029839646705,-0.366509631712571,0.493848560133774,3.97993410816945,4.07875362984565
"wind.appendage","woody",3.31437867680545,3.15706428971299,8.15820627127258,0.796673252878893,3.78504813628103,-0.875240130165365,-0.476498904164252,1.01252864506926,7.77166225218799,8.22947036298984
"wind.appendage","woody",3.31437867680545,3.15706428971299,8.48885709145043,-1.33874102691828,3.52973544180462,-0.0865660118853849,-0.527346610795816,0.529326327902003,3.94818637429975,4.0816939994028
